"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"22","302015","【旧】和歌山(県)-22(平成24年廃止)","地価調査(廃止地点)","住宅","和歌山市","中字宮東３２８番５","","135.143","34.2641","115000","115000","115000","112000","111000","107000","97000","89000","83200","75500","67600","60500","54500","51200","48100","48100","46900","46000","45100","0","","","","","","135.14327711046","34.2640795834353","地価調査基準地(廃止地点)"
"27","302015","【旧】和歌山(県)-27(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","加太字楠ノ木７４６番６１","","135.079","34.2733","99500","99500","99500","98000","96500","92600","84500","78400","73300","68200","63000","58200","54000","51800","49700","48000","45500","0","0","0","","","","","","135.079446534439","34.2733284834158","地価調査基準地(廃止地点)"
"28","302015","【旧】和歌山(県)-28(平成25年廃止)","地価調査(廃止地点)","住宅","和歌山市","吹上４丁目６番１５","吹上４－２－３１","135.172","34.2162","350000","340000","326000","309000","287000","260000","235000","223000","212000","201000","190000","180000","178000","178000","178000","178000","176000","173000","171000","171000","","","","","","135.17200196054","34.2161581364814","地価調査基準地(廃止地点)"
"32","302015","【旧】和歌山(県)-32(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","有本字焼野５７７番３４","","135.193","34.2496","144000","144000","142000","141000","140000","136000","128000","118000","114000","108000","101000","96000","91000","85000","83300","78300","72900","0","0","0","","","","","","135.193026268962","34.2496233521307","地価調査基準地(廃止地点)"
"33","302015","【旧】和歌山(県)-33(平成23年廃止)","地価調査(廃止地点)","住宅","和歌山市","西庄字清田２５０番６","","135.12","34.2595","0","0","0","0","134000","123000","110000","100000","91500","84300","78800","71300","65700","63200","61900","60500","58500","56200","0","0","","","","","","135.119568410982","34.2594855635713","地価調査基準地(廃止地点)"
"34","302015","【旧】和歌山(県)-34(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","園部字柳谷１６１３番７３","","135.198","34.2702","113000","113000","112000","112000","110000","98500","86800","81000","75300","66500","58000","53000","48400","45500","42000","40000","38500","0","0","0","","","","","","135.198189158847","34.2701741441445","地価調査基準地(廃止地点)"
"35","302015","【旧】和歌山(県)-35(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","木ノ本字東岩目２９５番９","","135.126","34.2592","130000","130000","130000","128000","124000","115000","104000","94000","85000","80000","74000","68000","61000","57300","56000","55500","53800","0","0","0","","","","","","135.125669904533","34.2592237348521","地価調査基準地(廃止地点)"
"36","302015","【旧】和歌山(県)-36(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","土入字江田２８番１９","","135.142","34.2525","0","0","0","148000","143000","137000","124000","115000","106000","98000","90800","84000","77700","73800","73800","71000","68500","0","0","0","","","","","","135.142185638014","34.2524688700791","地価調査基準地(廃止地点)"
"37","302015","【旧】和歌山(県)-37(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","船所字西ノ口３番１１","","135.18","34.2528","122000","122000","121000","121000","116000","111000","98600","91000","85300","80700","77500","74000","70000","67700","65500","63500","61500","0","0","0","","","","","","135.179653328729","34.252793684767","地価調査基準地(廃止地点)"
"52","302015","【旧】和歌山(県)5-11(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","北野字中尾３０６番７","","135.248","34.2692","0","0","0","0","0","135000","122000","115000","109000","102000","96000","88300","81200","76500","74000","72400","70000","0","0","0","","","","","","135.247883165875","34.2692166992882","地価調査基準地(廃止地点)"
"53","302015","【旧】和歌山(県)5-12(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","和歌浦西１丁目３８５番４","和歌浦西１－１－１４","135.17","34.1979","389000","358000","305000","262000","230000","207000","190000","178000","165000","154000","143000","132000","121000","115000","110000","108000","105000","0","0","0","","","","","","135.169671384311","34.1979290412984","地価調査基準地(廃止地点)"
"54","302015","【旧】和歌山(県)5-13(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","和歌浦東３丁目６４７番２０","和歌浦東３－５－５１","135.178","34.1882","0","0","0","0","0","0","0","0","0","154000","141000","131000","121000","118000","115000","114000","110000","0","0","0","","","","","","135.177824713309","34.1882295445785","地価調査基準地(廃止地点)"
"58","302015","【旧】和歌山(県)5-17(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","毛革屋丁２２番","","135.183","34.2309","0","0","0","0","570000","501000","432000","389000","346000","305000","273000","240000","220000","207000","207000","205000","200000","0","0","0","","","","","","135.182655769424","34.230895233556","地価調査基準地(廃止地点)"
"64","302015","【旧】和歌山(県)7-3(平成22年廃止)","地価調査(廃止地点)","準工","和歌山市","東布経丁３丁目１番","","135.172","34.2395","0","0","0","0","0","198000","180000","169000","159000","150000","134000","125000","117000","115000","114000","112000","106000","0","0","0","","","","","","135.171816499641","34.2395290039545","地価調査基準地(廃止地点)"
"69","302015","【旧】和歌山(県)10-4(平成24年廃止)","地価調査(廃止地点)","調区","和歌山市","中字枇杷谷５８３番４１","","135.147","34.2704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62500","61800","60500","60500","0","","","","","","135.147185603872","34.2704097670952","地価調査基準地(廃止地点)"
"77","302023","【旧】海南(県)-8(平成22年廃止)","地価調査(廃止地点)","住宅","海南市","且来字井ノ浦４３６番４","","135.246","34.173","0","0","0","0","0","0","0","0","0","0","0","48300","45400","43000","40900","39300","38100","0","0","0","","","","","","135.245872204004","34.1729662179107","地価調査基準地(廃止地点)"
"81","302023","【旧】海南(県)5-1(平成23年廃止)","地価調査(廃止地点)","商業","海南市","船尾字居村濱１５４番８","","135.203","34.1611","0","0","0","0","0","0","0","0","0","0","0","108000","100000","94000","89500","86100","82700","79100","0","0","","","","","","135.203070488276","34.1610536554233","地価調査基準地(廃止地点)"
"115","302066","【旧】田辺(県)-2(平成25年廃止)","地価調査(廃止地点)","住宅","田辺市","文里２丁目７３２番３１４","文里２－２０－６","135.389","33.719","100000","100000","100000","100000","100000","98500","94000","88500","85000","80500","76000","71500","65000","62400","58000","54500","52000","49700","46700","43500","","","","","","135.38910730774","33.7190199011414","地価調査基準地(廃止地点)"
"124","302066","【旧】田辺(県)-11(平成22年廃止)","地価調査(廃止地点)","住宅","田辺市","龍神村殿原字天方４８１番","","135.531","33.8978","3550","3550","3550","3550","3550","3550","3550","3550","3550","3550","3520","3490","3450","3420","3350","3300","3290","0","0","0","","","","","","135.531324373082","33.8978137141131","地価調査基準地(廃止地点)"
"132","302066","【旧】田辺(県)5-1(平成25年廃止)","地価調査(廃止地点)","商業","田辺市","北新町１６番","","135.38","33.7334","0","300000","288000","282000","278000","266000","234000","209000","179000","150000","132000","119000","108000","98200","91500","84200","78700","70800","63200","60500","","","","","","135.380290823441","33.7334357493933","地価調査基準地(廃止地点)"
"136","302066","【旧】田辺(県)7-1(平成25年廃止)","地価調査(廃止地点)","準工","田辺市","上の山１丁目１０３９番１１","上の山１－１２－６","135.365","33.7373","94000","94000","93000","92500","92000","90000","84000","79000","75200","71000","66500","62200","58100","54500","51500","48500","45600","43300","41000","38500","","","","","","135.365132273455","33.7372817789356","地価調査基準地(廃止地点)"
"145","302074","【旧】新宮(県)5-3(平成24年廃止)","地価調査(廃止地点)","商業","新宮市","熊野川町能城山本字上ヱ地１２３番２外","","135.878","33.7979","22300","22300","22300","22300","22300","21900","21600","21600","20900","20600","20000","19500","19000","18300","17600","16800","16100","15200","14300","0","","","","","","135.877541252749","33.7978866621947","地価調査基準地(廃止地点)"
"146","302074","【旧】新宮(県)7-1(平成25年廃止)","地価調査(廃止地点)","準工","新宮市","新宮字鴻田３５６０番１０外","","135.989","33.7105","0","98000","98000","98000","98000","97000","96300","86000","82000","80500","78500","76500","75000","72300","70000","68000","64000","61500","57800","54000","","","","","","135.988554841228","33.7104913919691","地価調査基準地(廃止地点)"
"165","302082","【旧】紀の川(県)5-3(平成24年廃止)","地価調査(廃止地点)","商業","紀の川市","名手市場字風呂ノ谷６７７番１","","135.434","34.2752","96000","96000","94000","92000","90200","87500","80000","75000","70500","65000","58500","52700","47500","44000","41300","39500","37000","34200","31500","0","","","","","","135.433892674753","34.2751643770416","地価調査基準地(廃止地点)"
"177","303046","【旧】紀美野(県)-1(平成22年廃止)","地価調査(廃止地点)","住宅","紀美野町","動木字下墓尾１１３番１０","","135.306","34.1659","66600","66600","66600","66600","66600","65900","65500","64800","64100","63100","62100","59500","58500","56300","54000","51500","47800","0","0","0","","","","","","135.306228153882","34.1658523959043","地価調査基準地(廃止地点)"
"188","303411","【旧】かつらぎ(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","かつらぎ町","大字花園新子字上垣内７４番","","135.55","34.1325","4000","4000","4000","4000","4000","4000","4000","4000","3900","3800","3750","3700","3650","3600","3560","3520","3400","0","0","0","","","","","","135.549496057909","34.1324922035801","地価調査基準地(廃止地点)"
"190","303437","【旧】九度山(県)-1(平成22年廃止)","地価調査(廃止地点)","住宅","九度山町","大字九度山字上古曽部１２２２番５","","135.559","34.287","63000","63000","63000","63000","62000","61000","59000","57500","56400","53000","49000","46000","42400","40000","38800","37800","36500","0","0","0","","","","","","135.55918411572","34.2869435118875","地価調査基準地(廃止地点)"
"193","303437","【旧】九度山(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","九度山町","大字九度山字稲垣１４７１番２","","135.559","34.2906","95500","95500","93500","93500","93000","92000","88000","84000","80000","75200","68500","63000","57400","52800","49600","47400","45500","0","0","0","","","","","","135.559052944215","34.2905880934517","地価調査基準地(廃止地点)"
"206","303623","【旧】広川(県)5-1(平成25年廃止)","地価調査(廃止地点)","商業","広川町","大字広字濱添３１８番１１外","","135.176","34.0287","0","0","0","0","0","0","0","0","0","0","0","62400","58700","55200","53000","51000","48500","45500","42300","39700","","","","","","135.175682029757","34.0287029090944","地価調査基準地(廃止地点)"
"209","303666","【旧】有田川(県)-3(平成22年廃止)","地価調査(廃止地点)","住宅","有田川町","大字下津野字中吉１７２０番２","","135.219","34.0609","51000","51000","51000","51000","51000","50500","49500","48800","48300","48100","47800","47700","47200","46900","46900","46900","45900","0","0","0","","","","","","135.219190153558","34.0609102558022","地価調査基準地(廃止地点)"
"220","303810","【旧】美浜(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","美浜町","大字和田字松原１１３８番１２４","","135.135","33.8939","96000","96000","94000","93000","92500","92000","91300","91000","90800","89000","85400","81100","76500","72000","67000","62000","57100","0","0","0","","","","","","135.135486968838","33.8938461957878","地価調査基準地(廃止地点)"
"237","303917","【旧】みなべ(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","みなべ町","島之瀬字上勘解由寺２６３番１","","135.362","33.8418","10000","10000","10000","10000","10000","10000","10000","10000","10000","9800","9600","9400","9200","9000","8900","8630","8370","0","0","0","","","","","","135.362418945476","33.8418193505183","地価調査基準地(廃止地点)"
"238","303917","【旧】みなべ(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","みなべ町","南道字通町５３番","","135.319","33.7686","90000","89000","89000","88000","87500","85800","84800","84000","82700","80200","77000","74000","71000","68000","65600","61700","58000","0","0","0","","","","","","135.319375965318","33.7685414334555","地価調査基準地(廃止地点)"
"246","303925","【旧】日高川(県)5-1(平成24年廃止)","地価調査(廃止地点)","商業","日高川町","大字土生字鳥居之前１４２番１内","","135.184","33.9118","0","0","0","0","0","0","0","0","0","54600","54000","53000","51500","49400","47400","45500","43600","41400","39200","0","","","","","","135.184414058791","33.9118242703577","地価調査基準地(廃止地点)"
"251","304018","【旧】白浜(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","白浜町","市鹿野字水引９７３番１外","","135.535","33.6564","9600","9500","9300","9300","9300","9200","9200","9200","9100","9000","8900","8700","8500","8400","8100","7900","7700","0","0","0","","","","","","135.535092956123","33.6563448888947","地価調査基準地(廃止地点)"
"263","304069","【旧】すさみ(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","すさみ町","周参見字堀地４０３７番１","","135.497","33.5501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43200","42000","40500","0","0","0","","","","","","135.497024664165","33.5501299186264","地価調査基準地(廃止地点)"
"272","304221","【旧】太地(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","太地町","大字太地字新屋敷３３７６番","","135.945","33.5903","0","0","0","0","0","54000","52400","51000","49500","47000","45000","42500","40300","38700","36800","35000","33100","0","0","0","","","","","","135.9448206814","33.5902706069369","地価調査基準地(廃止地点)"
"283","304280","【旧】串本(県)-4(平成25年廃止)","地価調査(廃止地点)","住宅","串本町","古座字狼煙山５１５番３","","135.83","33.5145","54500","54500","54500","54500","54500","54000","53400","52500","51400","49200","47000","44500","42100","40100","38000","36000","34000","31800","29000","26100","","","","","","135.830382039403","33.5144670671515","地価調査基準地(廃止地点)"
"13","302015","【旧】和歌山(県)-13(平成26年廃止)","地価調査(廃止地点)","住宅","和歌山市","大谷字東谷８０６番６０","","135.178","34.2629","120000","120000","118000","117000","115000","109000","99000","90000","82600","75000","69400","64800","60700","57000","55800","55800","55200","53500","51100","49600","48500","","","","","135.177871166367","34.2628755057733","地価調査基準地(廃止地点)"
"186","303411","【旧】かつらぎ(県)-3(平成26年廃止)","地価調査(廃止地点)","住宅","かつらぎ町","大字笠田中字稲子１３９番１","","135.474","34.2881","0","0","0","0","0","0","64000","62500","57500","52000","49000","45000","41400","38600","36000","35200","34100","32800","31400","30300","29100","","","","","135.473625272659","34.2881197902865","地価調査基準地(廃止地点)"
"203","303623","【旧】広川(県)-1(平成26年廃止)","地価調査(廃止地点)","住宅","広川町","大字広字南ノ町１１４１番","","135.171","34.0243","59900","59700","59500","59400","59400","59200","58700","58200","57800","57300","56700","56000","53700","49800","46300","44000","39800","37400","34800","33000","29800","","","","","135.170736644471","34.0242682909257","地価調査基準地(廃止地点)"
"247","304018","【旧】白浜(県)-1(平成26年廃止)","地価調査(廃止地点)","住宅","白浜町","中字中村１４０番","","135.389","33.6466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26000","25500","25000","24500","21800","19700","17800","","","","","135.389470846082","33.6465886899723","地価調査基準地(廃止地点)"
"62","302015","【旧】和歌山(県)9-2(平成27年廃止)","地価調査(廃止地点)","工業","和歌山市","小雑賀字堂東２７８番１４外","","135.183","34.2081","245000","210000","148000","146000","145000","135000","126000","118000","110000","97000","86000","75000","68000","63500","61500","59700","56500","53700","51600","49800","48300","45900","","","","135.183042522285","34.2081108190906","地価調査基準地(廃止地点)"
"93","302031","【旧】橋本(県)-9(平成27年廃止)","地価調査(廃止地点)","住宅","橋本市","恋野字中切２３０７番２","","135.661","34.3224","26000","26000","26000","26000","26000","26000","25700","25400","25000","24700","23800","23200","21300","20500","20200","20000","19400","18500","17900","17300","16700","16200","","","","135.660497085761","34.322349848554","地価調査基準地(廃止地点)"
"168","302091","【旧】岩出(県)-1(平成27年廃止)","地価調査(廃止地点)","住宅","岩出市","山崎字東口５２番６４","","135.321","34.2456","74500","74500","73000","69400","68500","66600","61000","56800","53300","49500","46000","42200","37500","34900","33500","32300","30500","29700","29000","28400","28200","27500","","","","135.320950231834","34.24560771541","地価調査基準地(廃止地点)"
"183","303046","【旧】紀美野(県)5-1(平成27年廃止)","地価調査(廃止地点)","商業","紀美野町","小畑字庄田坪２７８番１","","135.3","34.1654","72800","72800","72800","72800","72800","72800","71900","71000","70000","68000","66800","64000","60700","57300","55000","52500","48800","44900","41000","38500","37000","35000","","","","135.299493714768","34.1654042929411","地価調査基準地(廃止地点)"
"11","302015","【旧】和歌山(県)-11(平成28年廃止)","地価調査(廃止地点)","住宅","和歌山市","関戸１丁目８３番５","関戸１－３－５","135.168","34.2","260000","255000","245000","234000","218000","204000","185000","172000","162000","152000","144000","136000","130000","127000","126000","126000","122000","117000","115000","114000","112000","111000","111000","","","135.16844829051","34.1999491755496","地価調査基準地(廃止地点)"
"40","302015","【旧】和歌山(県)3-1(平成28年廃止)","地価調査(廃止地点)","宅見","和歌山市","楠見中字本傳木２６３番１","","135.179","34.2568","67000","67000","65000","63500","62700","55000","50000","45500","41000","36500","31500","26500","23800","21500","20000","18800","18000","17100","16200","15600","15000","14600","14300","","","135.178987303213","34.2567788938973","地価調査基準地(廃止地点)"
"299","302074","【旧】新宮(県)5-3(平成28年廃止)","地価調査(廃止地点)","商業","新宮市","熊野川町能城山本字畑谷１１１番１","","135.878","33.798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13000","12000","11300","10600","","","135.878198838255","33.7979822628044","地価調査基準地(廃止地点)"
"200","303615","【旧】湯浅(県)-3(平成28年廃止)","地価調査(廃止地点)","住宅","湯浅町","大字湯浅字新屋敷２８８２番","","135.171","34.0356","99500","99500","99500","99500","99500","98300","95200","92200","88000","83800","79600","75000","71000","67000","65600","62300","58600","54800","51200","45500","41000","37600","34500","","","135.171290008982","34.0355757798902","地価調査基準地(廃止地点)"
"214","303666","【旧】有田川(県)-8(平成28年廃止)","地価調査(廃止地点)","住宅","有田川町","大字二川字東前３７３番３","","135.358","34.0696","31000","31000","31000","31000","31000","30800","30600","30400","30200","30000","29700","29400","29000","28100","27200","25900","24000","22800","21500","20100","19000","17900","16700","","","135.357940737587","34.0696084820586","地価調査基準地(廃止地点)"
"24","302015","【旧】和歌山(県)-24(平成29年廃止)","地価調査(廃止地点)","住宅","和歌山市","内原字番田１２３８番３外","","135.196","34.1747","85000","85000","85000","85000","84500","83000","81300","80000","79000","72000","65000","61000","56800","53000","49500","47000","43500","40500","37300","35000","32600","30400","28400","27000","","135.19553821521","34.1746689798562","地価調査基準地(廃止地点)"
"291","302015","【旧】和歌山(県)-32(平成29年廃止)","地価調査(廃止地点)","住宅","和歌山市","有本字焼野５７７番１１","","135.193","34.2499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67500","60500","56000","51500","48500","45700","43100","","135.19276716816","34.2498990164108","地価調査基準地(廃止地点)"
"44","302015","【旧】和歌山(県)5-3(平成29年廃止)","地価調査(廃止地点)","商業","和歌山市","本町１丁目３３番","","135.175","34.2338","0","0","0","0","0","0","0","604000","465000","408000","327000","257000","200000","181000","173000","169000","158000","147000","135000","126000","118000","114000","111000","109000","","135.174737647195","34.2337594748608","地価調査基準地(廃止地点)"
"48","302015","【旧】和歌山(県)5-7(平成29年廃止)","地価調査(廃止地点)","商業","和歌山市","吉田字秡戸７２３番","","135.187","34.2339","565000","453000","376000","315000","267000","224000","200000","183000","172000","161000","144000","134000","125000","122000","122000","122000","121000","117000","113000","111000","109000","108000","108000","108000","","135.1868875534","34.2339094103389","地価調査基準地(廃止地点)"
"108","302058","【旧】御坊(県)-2(平成29年廃止)","地価調査(廃止地点)","住宅","御坊市","湯川町財部字下河原８８１番１４","","135.161","33.8993","75500","75500","75500","74600","74400","74000","72100","70500","69100","67500","65800","64200","62000","59500","56800","54700","51500","48400","45300","42500","40400","38900","37700","36600","","135.160971863971","33.8992450553686","地価調査基準地(廃止地点)"
"119","302066","【旧】田辺(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","目良２４４２番８","目良３８－２８","135.356","33.7359","73000","73000","72500","72500","72000","71000","68000","64000","61500","59000","56500","54200","48900","45500","39000","36300","34500","33000","31000","28000","26600","24200","22200","21000","","135.355844967935","33.7358766280092","地価調査基準地(廃止地点)"
"121","302066","【旧】田辺(県)-8(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","本宮町静川字平６４１番２外","","135.744","33.7909","5000","5000","5000","5000","5000","5000","4900","4900","4800","4800","4700","4600","4540","4500","4400","4300","4290","4200","4100","4000","3900","3850","3840","3830","","135.743697834851","33.7908717866721","地価調査基準地(廃止地点)"
